file_number,substrain,noise_spl,noise_type,abr_time,id,experimenter_id,freq_hz,level_db,f1,f2,level_f1,level_f2,level_distprod
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,80.0,26656.0,32000.0,63.27321434020996,49.54696083068848,7.677864074707031
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,75.0,26656.0,32000.0,58.274702072143555,44.5451545715332,3.6725921630859375
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,70.0,26656.0,32000.0,53.31348991394043,39.5770263671875,0.0481719970703125
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,65.0,26656.0,32000.0,48.321983337402344,34.57303237915039,-4.380027770996094
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,60.0,26656.0,32000.0,43.32362747192383,29.492633819580078,-13.147445678710938
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,55.0,26656.0,32000.0,38.32350158691406,24.43311309814453,-20.572662353515625
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,50.0,26656.0,32000.0,33.29375457763672,19.39208221435547,-26.520309448242188
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,45.0,26656.0,32000.0,28.24356460571289,14.344070434570312,-25.003143310546875
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,40.0,26656.0,32000.0,23.283817291259766,9.199378967285156,-26.33904266357422
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,35.0,26656.0,32000.0,18.280292510986328,4.51226806640625,-24.692108154296875
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,30.0,26656.0,32000.0,13.364753723144531,-1.013031005859375,-27.129974365234375
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,25.0,26656.0,32000.0,8.079765319824219,-6.839500427246094,-22.71851348876953
558,CaJ,100,baseline,baseline,C203_5,JF,32000.0,20.0,26656.0,32000.0,3.3156661987304688,-10.523094177246094,-30.74022674560547
556,CaJ,100,baseline,baseline,C203_5,JF,16000.0,80.0,13328.0,16000.0,78.37185990810394,59.58773422241211,28.045116424560547
